year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2013,11,20,2044,4.0,2243,-19.0,EV,N13132,4085,EWR,OMA,163.0,1134.0,20.0,44.0
2013,11,13,1233,-7.0,1345,-11.0,9E,N908XJ,3371,LGA,SYR,42.0,198.0,12.0,33.0
2013,12,3,2126,-4.0,2229,-16.0,MQ,N817MQ,3621,JFK,DCA,39.0,213.0,21.0,26.0
2013,1,15,1947,167.0,2241,171.0,AA,N5EGAA,575,JFK,EGE,265.0,1747.0,19.0,47.0
2013,8,28,2153,143.0,13,109.0,DL,N387DA,1485,LGA,MCO,116.0,950.0,21.0,53.0
2013,4,8,1325,-5.0,1608,2.0,B6,N354JB,127,EWR,MCO,130.0,937.0,13.0,25.0
2013,7,8,1732,23.0,2034,40.0,B6,N565JB,327,EWR,MCO,138.0,937.0,17.0,32.0
2013,1,1,1454,-4.0,1554,-21.0,EV,N11544,4390,EWR,PWM,47.0,284.0,14.0,54.0
2013,11,4,1022,-8.0,1139,-5.0,EV,N18102,6181,EWR,IAD,45.0,212.0,10.0,22.0
2013,5,6,1016,-4.0,1158,-18.0,9E,N916XJ,3341,EWR,DTW,80.0,488.0,10.0,16.0
2013,2,11,2329,179.0,312,203.0,B6,N183JB,1069,JFK,AUS,261.0,1521.0,23.0,29.0
2013,10,21,2017,-5.0,2154,-6.0,UA,N26208,1464,EWR,CLE,68.0,404.0,20.0,17.0
2013,7,1,758,-2.0,1154,-6.0,AA,N5FGAA,655,JFK,STT,198.0,1623.0,7.0,58.0
2013,9,9,2058,-10.0,2256,-32.0,B6,N206JB,775,JFK,MSY,146.0,1182.0,20.0,58.0
2013,9,28,1652,32.0,2013,33.0,AA,N3DYAA,1410,LGA,MIA,138.0,1096.0,16.0,52.0
2013,7,29,1648,7.0,1909,-4.0,EV,N14907,3854,EWR,ATL,105.0,746.0,16.0,48.0
2013,4,6,923,-6.0,1019,-25.0,EV,N12563,4636,EWR,DCA,41.0,199.0,9.0,23.0
2013,4,21,1640,-5.0,1835,-23.0,9E,N8960A,3881,EWR,CVG,93.0,569.0,16.0,40.0
2013,6,2,2235,100.0,118,79.0,UA,N406UA,492,EWR,FLL,138.0,1065.0,22.0,35.0
2013,7,4,1125,0.0,1411,-29.0,AA,N3BNAA,2099,LGA,MIA,150.0,1096.0,11.0,25.0
2013,8,1,611,-3.0,800,-8.0,US,N107US,2063,JFK,CLT,81.0,541.0,6.0,11.0
2013,6,20,1729,23.0,1903,15.0,EV,N27962,5977,EWR,RDU,68.0,416.0,17.0,29.0
2013,1,30,1306,-9.0,1430,-1.0,EV,N13969,4120,EWR,BUF,61.0,282.0,13.0,6.0
2013,6,30,1931,116.0,2209,99.0,AA,N3FXAA,1901,JFK,IAH,193.0,1417.0,19.0,31.0
2013,12,30,1154,9.0,1338,23.0,WN,N961WN,172,LGA,MDW,123.0,725.0,11.0,54.0
2013,7,17,648,-2.0,923,-8.0,B6,N594JB,525,JFK,TPA,132.0,1005.0,6.0,48.0
2013,11,7,1242,52.0,1410,45.0,WN,N423WN,3566,LGA,BNA,130.0,764.0,12.0,42.0
2013,5,1,848,-2.0,1220,-28.0,DL,N721TW,301,JFK,SJU,189.0,1598.0,8.0,48.0
2013,11,21,1153,-2.0,1415,-10.0,UA,N803UA,586,EWR,DEN,238.0,1605.0,11.0,53.0
2013,10,3,716,-9.0,951,-24.0,AA,N4YSAA,1381,EWR,DFW,184.0,1372.0,7.0,16.0
2013,6,9,1914,-2.0,2234,9.0,UA,N26208,1439,EWR,LAX,317.0,2454.0,19.0,14.0
2013,6,11,556,-9.0,911,1.0,AA,N3EXAA,1837,LGA,MIA,160.0,1096.0,5.0,56.0
2013,4,12,1336,-4.0,1653,13.0,AA,N3DBAA,753,LGA,DFW,210.0,1389.0,13.0,36.0
2013,6,2,732,-8.0,943,-21.0,B6,N368JB,611,JFK,JAX,116.0,828.0,7.0,32.0
2013,12,11,939,-6.0,1306,6.0,AA,N542AA,1223,EWR,DFW,231.0,1372.0,9.0,39.0
2013,10,11,1010,10.0,1257,23.0,9E,N922XJ,3574,LGA,IND,90.0,660.0,10.0,10.0
2013,9,16,1730,-5.0,2008,-2.0,UA,N27421,1580,EWR,LAS,285.0,2227.0,17.0,30.0
2013,7,24,1641,0.0,1904,-9.0,EV,N12996,3854,EWR,ATL,123.0,746.0,16.0,41.0
2013,4,30,1742,3.0,1952,-10.0,FL,N261AT,722,LGA,ATL,108.0,762.0,17.0,42.0
2013,3,2,1158,-7.0,1457,4.0,B6,N584JB,523,EWR,MCO,164.0,937.0,11.0,58.0
2013,5,5,1503,13.0,1650,15.0,MQ,N827MQ,4403,JFK,RDU,76.0,427.0,15.0,3.0
2013,11,26,1545,0.0,1900,-20.0,AA,N324AA,133,JFK,LAX,334.0,2475.0,15.0,45.0
2013,8,20,800,-2.0,903,-13.0,UA,N14731,1199,EWR,BOS,38.0,200.0,8.0,0.0
2013,12,30,2202,292.0,130,283.0,B6,N595JB,415,JFK,SFO,361.0,2586.0,22.0,2.0
2013,4,27,1256,-3.0,1542,-1.0,UA,N17122,1641,EWR,MCO,133.0,937.0,12.0,56.0
2013,5,7,2036,55.0,2220,34.0,EV,N14920,4361,EWR,TYS,84.0,631.0,20.0,36.0
2013,8,24,1017,12.0,1113,-7.0,MQ,N517MQ,3611,EWR,ORD,101.0,719.0,10.0,17.0
2013,7,9,1822,47.0,2052,97.0,WN,N286WN,19,EWR,STL,118.0,872.0,18.0,22.0
2013,12,15,2149,134.0,41,123.0,UA,N36476,1269,EWR,PBI,152.0,1023.0,21.0,49.0
2013,7,21,1223,-7.0,1345,-7.0,B6,N266JB,2502,JFK,BUF,57.0,301.0,12.0,23.0
2013,8,22,2156,164.0,2341,146.0,EV,N13975,4509,EWR,CLT,83.0,529.0,21.0,56.0
2013,4,16,1745,8.0,1937,-7.0,DL,N320US,2331,LGA,DTW,87.0,502.0,17.0,45.0
2013,2,7,1505,-5.0,1717,-28.0,MQ,N638MQ,4309,JFK,IND,112.0,665.0,15.0,5.0
2013,2,1,900,-4.0,1038,-15.0,UA,N33284,1602,EWR,CLE,70.0,404.0,9.0,0.0
2013,11,12,859,0.0,1237,38.0,AA,N3FHAA,1121,LGA,DFW,209.0,1389.0,8.0,59.0
2013,9,8,2013,-2.0,2234,-10.0,EV,N14162,4333,EWR,TUL,160.0,1215.0,20.0,13.0
2013,12,24,855,0.0,1153,11.0,UA,N13716,1162,EWR,JAC,269.0,1874.0,8.0,55.0
2013,8,9,948,-1.0,1232,-12.0,UA,N37252,1211,EWR,FLL,150.0,1065.0,9.0,48.0
2013,3,14,1359,9.0,1540,-5.0,MQ,N511MQ,4577,LGA,CLT,83.0,544.0,13.0,59.0
2013,9,11,1528,-2.0,1728,13.0,WN,N469WN,1013,LGA,STL,134.0,888.0,15.0,28.0
2013,6,12,1358,-1.0,1615,-17.0,DL,N6700,2247,LGA,ATL,106.0,762.0,13.0,58.0
2013,3,31,1810,-5.0,2017,-19.0,9E,N928XJ,3470,JFK,DTW,84.0,509.0,18.0,10.0
2013,2,7,734,-6.0,1027,-38.0,DL,N647DL,1889,JFK,SEA,330.0,2422.0,7.0,34.0
2013,1,4,1942,-3.0,2249,-40.0,B6,N637JB,645,JFK,SFO,333.0,2586.0,19.0,42.0
2013,10,25,1857,-8.0,2109,31.0,EV,N741EV,5383,LGA,ROC,45.0,254.0,18.0,57.0
2013,2,7,555,-5.0,920,9.0,B6,N618JB,135,JFK,RSW,174.0,1074.0,5.0,55.0
2013,11,24,1920,-5.0,2218,-27.0,AA,N3FHAA,2437,LGA,MIA,146.0,1096.0,19.0,20.0
2013,3,24,2005,5.0,2248,-37.0,UA,N39726,1466,EWR,LAX,315.0,2454.0,20.0,5.0
2013,2,15,1818,13.0,1948,-2.0,WN,N216WR,551,LGA,BNA,130.0,764.0,18.0,18.0
2013,9,17,1341,-6.0,1609,-22.0,UA,N816UA,431,EWR,DFW,182.0,1372.0,13.0,41.0
2013,10,31,1044,-1.0,1356,-1.0,DL,N319NB,954,LGA,FLL,153.0,1076.0,10.0,44.0
2013,6,13,806,-9.0,1045,15.0,9E,N919XJ,3538,JFK,MSP,157.0,1029.0,8.0,6.0
2013,11,19,1629,-6.0,1756,-19.0,MQ,N614MQ,2949,JFK,BNA,126.0,765.0,16.0,29.0
2013,3,13,2051,68.0,2150,57.0,EV,N14923,4312,EWR,DCA,45.0,199.0,20.0,51.0
2013,9,17,1437,-8.0,1736,-22.0,UA,N505UA,841,JFK,LAX,325.0,2475.0,14.0,37.0
2013,8,18,1051,-4.0,1335,-23.0,B6,N746JB,971,LGA,FLL,148.0,1076.0,10.0,51.0
2013,3,5,1153,-7.0,1526,15.0,DL,N717TW,863,JFK,LAX,343.0,2475.0,11.0,53.0
2013,1,8,1859,-6.0,2158,-27.0,AA,N322AA,21,JFK,LAX,337.0,2475.0,18.0,59.0
2013,4,25,1638,-7.0,1949,-15.0,B6,N298JB,139,JFK,RSW,163.0,1074.0,16.0,38.0
2013,10,18,1755,56.0,2031,61.0,EV,N14959,4705,EWR,ATL,123.0,746.0,17.0,55.0
2013,3,18,1607,-3.0,1742,-2.0,9E,N928XJ,3354,JFK,BOS,33.0,187.0,16.0,7.0
2013,2,11,2010,215.0,2324,213.0,B6,N279JB,139,JFK,RSW,162.0,1074.0,20.0,10.0
2013,4,1,923,-6.0,1039,-5.0,EV,N16918,4636,EWR,DCA,60.0,199.0,9.0,23.0
2013,2,28,816,-4.0,922,-17.0,9E,N8797A,4051,JFK,BWI,42.0,184.0,8.0,16.0
2013,10,4,1122,-3.0,1414,-11.0,UA,N554UA,398,JFK,LAX,323.0,2475.0,11.0,22.0
2013,4,8,1150,-10.0,1502,-3.0,AA,N336AA,3,JFK,LAX,345.0,2475.0,11.0,50.0
2013,9,20,1948,-12.0,2112,-20.0,UA,N814UA,695,LGA,ORD,106.0,733.0,19.0,48.0
2013,11,17,2019,14.0,2335,25.0,B6,N531JB,1201,JFK,FLL,144.0,1069.0,20.0,19.0
2013,11,10,1907,7.0,2053,13.0,MQ,N857MQ,3591,LGA,RDU,68.0,431.0,19.0,7.0
2013,6,9,1534,-6.0,1721,-20.0,US,N738US,1899,LGA,CLT,87.0,544.0,15.0,34.0
2013,5,18,1707,-8.0,2020,-18.0,DL,N318NB,1863,JFK,SAT,220.0,1587.0,17.0,7.0
2013,11,13,2157,57.0,2355,27.0,DL,N984DL,1247,LGA,ATL,93.0,762.0,21.0,57.0
2013,1,16,1324,-6.0,1603,-2.0,DL,N3763D,2043,JFK,ATL,129.0,760.0,13.0,24.0
2013,10,3,1244,15.0,1516,18.0,UA,N441UA,352,EWR,LAS,306.0,2227.0,12.0,44.0
2013,10,26,543,-2.0,826,-29.0,AA,N624AA,2243,JFK,MIA,147.0,1089.0,5.0,43.0
2013,1,30,1020,-5.0,1232,1.0,EV,N607LR,5026,EWR,DTW,84.0,488.0,10.0,20.0
2013,1,15,1447,2.0,1657,23.0,EV,N15910,4596,EWR,STL,160.0,872.0,14.0,47.0
2013,11,28,835,-5.0,1114,-1.0,MQ,N518MQ,3419,LGA,ATL,114.0,762.0,8.0,35.0
2013,10,23,816,1.0,1046,-9.0,DL,N694DL,1429,JFK,LAS,303.0,2248.0,8.0,16.0
2013,1,1,1840,-5.0,2055,25.0,MQ,N725MQ,4517,LGA,CRW,96.0,444.0,18.0,40.0
2013,4,23,1955,30.0,2238,13.0,DL,N989DL,1485,LGA,MCO,128.0,950.0,19.0,55.0
2013,9,26,1058,-2.0,1352,-16.0,UA,N76505,1479,EWR,LAX,334.0,2454.0,10.0,58.0
2013,1,6,2056,6.0,2203,1.0,B6,N523JB,1020,JFK,BOS,45.0,187.0,20.0,56.0
2013,12,11,1725,-5.0,2031,-15.0,B6,N784JB,359,JFK,BUR,346.0,2465.0,17.0,25.0
2013,5,31,901,-5.0,1132,-31.0,UA,N461UA,224,EWR,IAH,180.0,1400.0,9.0,1.0
2013,10,27,1601,1.0,1914,-13.0,DL,N912DL,2280,JFK,FLL,153.0,1069.0,16.0,1.0
2013,1,8,1058,-2.0,1522,58.0,DL,N912DL,2044,LGA,MIA,152.0,1096.0,10.0,58.0
2013,9,30,1945,0.0,2233,-32.0,DL,N6705Y,1768,JFK,SLC,263.0,1990.0,19.0,45.0
2013,9,30,1822,-7.0,2003,-8.0,UA,N33266,1053,EWR,CLE,65.0,404.0,18.0,22.0
2013,3,5,1509,1.0,1825,27.0,UA,N66056,1674,EWR,IAH,205.0,1400.0,15.0,9.0
2013,11,12,1138,3.0,1507,28.0,DL,N318NB,1875,LGA,TPA,163.0,1010.0,11.0,38.0
2013,11,23,1257,-2.0,1403,-16.0,EV,N22971,6049,EWR,IAD,50.0,212.0,12.0,57.0
2013,1,25,1814,54.0,2020,65.0,AA,N3CXAA,1351,JFK,ORD,128.0,740.0,18.0,14.0
2013,9,14,742,-4.0,943,0.0,B6,N197JB,1273,JFK,CHS,101.0,636.0,7.0,42.0
2013,10,26,1457,2.0,1759,3.0,UA,N14731,1744,LGA,IAH,207.0,1416.0,14.0,57.0
2013,5,17,2014,0.0,2322,-2.0,UA,N850UA,729,EWR,MIA,140.0,1085.0,20.0,14.0
2013,1,24,1247,-12.0,1402,-18.0,EV,N15912,4158,EWR,RIC,59.0,277.0,12.0,47.0
2013,3,24,2151,50.0,102,63.0,UA,N581UA,794,EWR,FLL,151.0,1065.0,21.0,51.0
2013,7,4,1607,17.0,1757,-8.0,WN,N225WN,262,EWR,DEN,207.0,1605.0,16.0,7.0
2013,8,21,1458,-1.0,1740,-16.0,UA,N853UA,998,EWR,SAN,308.0,2425.0,14.0,58.0
2013,7,25,659,-11.0,918,3.0,MQ,N717MQ,3547,LGA,XNA,167.0,1147.0,6.0,59.0
2013,11,14,1629,-1.0,1739,-21.0,B6,N309JB,2302,JFK,BUF,58.0,301.0,16.0,29.0
2013,3,3,1505,15.0,1641,1.0,MQ,N835MQ,4403,JFK,RDU,68.0,427.0,15.0,5.0
2013,8,28,911,-4.0,1156,-34.0,AA,N5EYAA,647,JFK,MIA,135.0,1089.0,9.0,11.0
2013,10,10,1155,-5.0,1459,-16.0,UA,N512UA,766,JFK,SFO,345.0,2586.0,11.0,55.0
2013,10,9,1524,24.0,1638,7.0,UA,N439UA,258,EWR,ORD,97.0,719.0,15.0,24.0
2013,11,15,1718,-6.0,1959,6.0,UA,N536UA,509,LGA,DEN,240.0,1620.0,17.0,18.0
2013,3,2,1019,24.0,1352,55.0,B6,N618JB,503,EWR,FLL,176.0,1065.0,10.0,19.0
2013,1,5,1257,5.0,1545,-10.0,B6,N652JB,85,JFK,FLL,153.0,1069.0,12.0,57.0
2013,12,15,2119,4.0,2345,-3.0,EV,N17185,3810,EWR,ATL,115.0,746.0,21.0,19.0
2013,4,21,1954,145.0,2116,149.0,EV,N13988,4353,EWR,BNA,118.0,748.0,19.0,54.0
2013,5,31,1550,-10.0,1703,-15.0,US,N961UW,2134,LGA,BOS,41.0,184.0,15.0,50.0
2013,9,9,1434,-5.0,1537,-30.0,9E,N8423C,3712,JFK,BWI,39.0,184.0,14.0,34.0
2013,1,24,833,5.0,1107,2.0,B6,N283JB,611,JFK,JAX,113.0,828.0,8.0,33.0
2013,1,11,738,-2.0,1021,-24.0,UA,N73276,1179,EWR,TPA,141.0,997.0,7.0,38.0
2013,5,27,1433,51.0,1606,77.0,EV,N14953,3829,EWR,PWM,52.0,284.0,14.0,33.0
2013,2,7,557,-4.0,914,-4.0,UA,N12109,1030,JFK,LAX,346.0,2475.0,5.0,57.0
2013,3,26,1056,-4.0,1242,-23.0,DL,N361NB,1573,LGA,MEM,141.0,963.0,10.0,56.0
2013,2,15,1724,25.0,2106,31.0,UA,N36447,1237,EWR,SAT,245.0,1569.0,17.0,24.0
2013,7,18,1451,5.0,1726,-19.0,UA,N24729,1744,LGA,IAH,198.0,1416.0,14.0,51.0
2013,8,24,1529,1.0,1710,-30.0,EV,N16561,4352,EWR,CVG,86.0,569.0,15.0,29.0
2013,3,22,2121,-4.0,2245,-5.0,MQ,N515MQ,4660,LGA,BNA,124.0,764.0,21.0,21.0
2013,8,9,2111,111.0,2230,105.0,AA,N3FBAA,1762,JFK,BOS,50.0,187.0,21.0,11.0
2013,9,8,1017,-3.0,1246,-23.0,B6,N630JB,53,JFK,PBI,128.0,1028.0,10.0,17.0
2013,3,31,1323,-2.0,1641,-9.0,VX,N622VA,411,JFK,LAX,352.0,2475.0,13.0,23.0
2013,8,20,1408,21.0,1515,2.0,UA,N469UA,772,EWR,ORD,104.0,719.0,14.0,8.0
2013,11,11,1445,-5.0,1604,-12.0,9E,N8541D,2940,JFK,BWI,39.0,184.0,14.0,45.0
2013,12,4,1550,0.0,1715,5.0,WN,N7739A,421,EWR,MDW,126.0,711.0,15.0,50.0
2013,12,2,1652,-8.0,2005,-20.0,AA,N3HEAA,2379,LGA,MIA,160.0,1096.0,16.0,52.0
2013,7,30,1713,7.0,2105,-6.0,B6,N639JB,803,JFK,SJU,205.0,1598.0,17.0,13.0
2013,10,28,706,-4.0,1018,-7.0,AA,N335AA,1345,JFK,MIA,156.0,1089.0,7.0,6.0
2013,3,11,1650,-5.0,2032,5.0,DL,N324NB,1367,JFK,SAT,234.0,1587.0,16.0,50.0
2013,7,24,1323,-7.0,1628,-10.0,B6,N554JB,431,LGA,SRQ,145.0,1047.0,13.0,23.0
2013,5,19,1601,11.0,1857,-10.0,DL,N906DL,1982,LGA,MIA,138.0,1096.0,16.0,1.0
2013,8,2,653,-2.0,916,10.0,US,N672AW,433,EWR,PHX,281.0,2133.0,6.0,53.0
2013,2,15,1112,0.0,1309,-14.0,DL,N318NB,1573,LGA,MEM,157.0,963.0,11.0,12.0
2013,12,1,1058,-2.0,1222,12.0,MQ,N520MQ,3230,JFK,DCA,39.0,213.0,10.0,58.0
2013,2,28,2117,-8.0,2228,-22.0,MQ,N5PBMQ,4660,LGA,BNA,110.0,764.0,21.0,17.0
2013,10,2,1118,-12.0,1323,-11.0,US,N154UW,1951,LGA,CLT,83.0,544.0,11.0,18.0
2013,1,24,739,-1.0,925,-2.0,EV,N10575,4099,EWR,STL,150.0,872.0,7.0,39.0
2013,12,4,1507,-8.0,1644,-21.0,MQ,N618MQ,3231,JFK,PIT,67.0,340.0,15.0,7.0
2013,8,22,624,-6.0,831,-7.0,US,N162UW,2085,LGA,CLT,106.0,544.0,6.0,24.0
2013,8,17,1213,-6.0,1353,-28.0,EV,N11199,4567,EWR,MCI,146.0,1092.0,12.0,13.0
2013,3,27,840,5.0,1009,13.0,EV,N12540,4409,EWR,RIC,58.0,277.0,8.0,40.0
2013,8,27,1639,-6.0,1811,-16.0,B6,N374JB,2302,JFK,BUF,55.0,301.0,16.0,39.0
2013,4,16,1625,-7.0,1816,-8.0,EV,N13956,4411,EWR,MEM,140.0,946.0,16.0,25.0
2013,5,3,1514,44.0,1654,53.0,FL,N924AT,721,LGA,CAK,55.0,397.0,15.0,14.0
2013,5,10,931,31.0,1222,12.0,UA,N36444,1114,EWR,SEA,325.0,2402.0,9.0,31.0
2013,5,27,1434,-6.0,1617,-25.0,US,N538UW,1113,LGA,CLT,74.0,544.0,14.0,34.0
2013,12,18,803,18.0,1044,-16.0,AA,N3EJAA,1111,LGA,DFW,194.0,1389.0,8.0,3.0
